,username,date,title,replies,views,text,Year

1977:

Novel: Where Late the Sweet Birds Sang by Kate Wilhelm 
Novella: ""By Any Other Name"" by Spider Robinson and ""Houston, Houston, Do You Read?"" by James Tiptree, Jr. (tie) 
Novelette: ""The Bicentennial Man"" by Isaac Asimov 
Short Story: ""Tricentennial"" by Joe Haldeman 

1976:

Novel: The Forever War by Joe Haldeman 
Novella: ""Home Is the Hangman"" by Roger Zelazny 
Novelette: ""The Borderland of Sol"" by Larry Niven 
Short Story: ""Catch That Zeppelin!"" by Fritz Leiber 

1975:

Novel: The Dispossessed by Ursula K. Le Guin 
Novella: ""A Song for Lya"" by George R. R. Martin 
Novelette: ""Adrift Just Off the Islets of Langerhans"" by Harlan Ellison 
Short Story: ""The Hole Man"" by Larry Niven 

1974:

Novel: Rendezvous with Rama by Arthur C. Clarke 
Novella: ""The Girl Who Was Plugged In"" by James Tiptree, Jr. 
Novelette: ""The Deathbird"" by Harlan Ellison 
Short Story: ""The Ones Who Walk Away from Omelas"" by Ursula K. Le Guin 

1973:

Novel: The Gods Themselves by Isaac Asimov 
Novella: ""The Word for World Is Forest"" by Ursula K. Le Guin 
Novelette: ""Goat Song"" by Poul Anderson 
Short Story: ""Eurema's Dam"" by R. A Lafferty and ""The Meeting"" by Frederik Pohl and C. M. Kornbluth (tie) 

1972:

Novel: To Your Scattered Bodies Go by Philip José Farmer 
Novella: ""The Queen of Air and Darkness"" by Poul Anderson 
Short Story: ""Inconstant Moon"" by Larry Niven 

1971:

Novel: Ringworld by Larry Niven 
Novella: ""Ill Met in Lankhmar"" by Fritz Leiber 
Short Story: ""Slow Sculpture"" by Theodore Sturgeon 

1970:

Novel: The Left Hand of Darkness by Ursula K. Le Guin 
Novella: ""Ship of Shadows"" by Fritz Leiber 
Short Story: ""Time Considered as a Helix of Semi-Precious Stones"" by Samuel R. Delany 

1969:

Novel: Stand on Zanzibar by John Brunner 
Novella: ""Nightwings"" by Robert Silverberg 
Novelette: ""The Sharing of Flesh"" by Poul Anderson 
Short Story: ""The Beast That Shouted Love at the Heart of the World"" by Harlan Ellison 

1968:

Novel: Lord of Light by Roger Zelazny 
Novella: ""Weyr Search"" by Anne McCaffrey and ""Riders of the Purple Wage"" by Philip José Farmer (tie) 
Novelette: ""Gonna Roll Them Bones"" by Fritz Leiber 
Short Story: ""I Have No Mouth, and I Must Scream"" by Harlan Ellison 

1967:

Novel: The Moon Is a Harsh Mistress by Robert A. Heinlein 
Novelette: ""The Last Castle"" by Jack Vance 
Short Story: ""Neutron Star"" by Larry Niven 

1966:

Novel: ... And Call Me Conrad by Roger Zelazny and Dune by Frank Herbert (tie) 
Short Fiction: "" 'Repent, Harlequin!' Said the Ticktockman"" by Harlan Ellison 

1965:

Novel: The Wanderer by Fritz Leiber 
Short Story: ""Soldier, Ask Not"" by Gordon R. Dickson 

1964:

Novel: Way Station by Clifford D. Simak 
Short Fiction: ""No Truce with Kings"" by Poul Anderson 

1963:

Novel: The Man in the High Castle by Philip K. Dick 
Short Fiction: ""The Dragon Masters"" by Jack Vance 

1962:

Novel: Stranger in a Strange Land by Robert A. Heinlein 
Short Fiction: the ""Hothouse"" series by Brian W. Aldiss 

1961:

Novel: A Canticle for Leibowitz by Walter M. Miller, Jr. 
Short Fiction: ""The Longest Voyage"" by Poul Anderson 

1960:

Novel: Starship Troopers by Robert A. Heinlein 
Short Fiction: ""Flowers for Algernon"" by Daniel Keyes 

1959:

Novel: A Case of Conscience by James Blish 
Novelette: ""The Big Front Yard"" by Clifford D. Simak 

1958:

Novel or Novelette: The Big Time by Fritz Leiber 
Short Story: ""Or All the Seas With Oysters"" by Avram Davidson 

1956:

Novel: Double Star by Robert A. Heinlein 
Novelette: ""Exploration Team"" by Murray Leinster 

1955:

Novel: They'd Rather Be Right by Mark Clifton and Frank Riley 
Novelette: ""The Darfsteller"" by Walter M. Miller, Jr. 
Short Story: ""Allamagoosa"" by Eric Frank Russell 

1953:

Novel: The Demolished Man by Alfred Bester 

1951: (awarded in 2001)

Novel: Farmer in the Sky by Robert A. Heinlein 
Novella: ""The Man Who Sold the Moon"" by Robert A. Heinlein 
Novelette: ""The Little Black Bag"" by C. M. Kornbluth 
Short Story: ""To Serve Man"" by Damon Knight 

1946awarded in 1996)

Novel: The Mule by Isaac Asimov 
Novella: ""Animal Farm"" by George Orwell 
Novelette: ""First Contact"" by Murray Leinster 
Short Story: ""Uncommon Sense"" by Hal Clement",2004

296,JonLaidlow,2006-01-26,Jon Courtenay Grimwood: early books,30,2000,"Am a big fan of Jon Courtenay Grimwood's Arabesk novels and am hunting down his earlier cyberpunk-style novels. 

The books are Lucifer's Dragon, ReMix, NeoAddix, and RedRobe

Trouble is that only some of them are available easily here in the UK, and I remember from the reviews at the time that they were linked somehow. Can anyone confirm/deny whether there is a preferred reading order, or whether I will suffer by reading out of order?

J",2006

297,tdeanatoz@yahoo,2006-03-04,"YEAR'S BEST SCIENCE FICTION 23, ed. Gardner Dozois",30,2000,"From over at the Asimov's message board, here is the Table of Contents for THE YEAR'S BEST SCIENCE FICTION, TWENTY-THIRD ANNUAL COLLECTION, edited by Garner Dozois, to be released in July 2006:

THE LITTLE GODDESS, by Ian McDonald, (na) Asimov's June 2005
THE CALORIE MAN, by Paolo Bacigalupi, (nv) F&SF Oct.-Nov. 2005
BEYOND THE AQUILA RIFT, by Alastair Reynolds, (nv) Constellations, ed. 
------Peter Crowther, DAW 2005
SECOND PERSON, PRESENT TENSE, by Daryl Gregory, (nv) Asimov's Sep. 2005
THE CANADIAN WHO CAME ALMOST ALL THE WAY HOME FROM THE STARS,
------by Jay Lake and Ruth Nestvold, (nv) SciFiction Sep. 28 2005
TRICERATOPS SUMMER, by Michael Swanwick, (ss) amazon.com Aug. 2005
CAMOUFLAGE [*Great Ship], by Robert Reed, (na) Down These Dark 
------Spaceways, ed. Mike Resnick, SFBC 2005
A CASE OF CONSILIENCE, by Ken MacLeod, (ss) Nova Scotia: An Anthology 
------of Scottish Speculative Fiction, ed. Andrew J. Wilson & Neil
------Williamson, Merkat UK 2005
THE BLEMMYE'S STRATEGEM, by Bruce Sterling, (nv) F&SF Jan. 2005
AMBA, by William Sanders, (nv) Asimov's Dec. 2005
SEARCH ENGINE, by Mary Rosenblum, (ss) Analog Sep. 2005
PICCADILLY CIRCUS, by Chris Beckett, (nv) Interzone May-June 2005
IN THE QUAKE ZONE, by David Gerrold, (na) Down These Dark Spaceways, 
------ed. Mike Resnick, SFBC 2005
LA MALCONTENTA, by Liz Williams, (ss) Strange Horizons March 07 2005
THE CHILDREN OF TIME, by Stephen Baxter, (ss) Asimov's July 2005
LITTLE FACES, by Vonda N. McIntyre, (nv) SciFiction Feb. 23 2005
COMBER, by Gene Wolfe, (ss) Postscripts #3 Spring 2005
AUDUBON IN ATLANTIS, by Harry Turtledove, (na) Analog Dec. 2005
DEUS EX HOMINE, by Hannu Rajaniemi, (ss) Nova Scotia: An Anthology of
------Scottish Speculative Fiction, ed. Andrew J. Wilson & Neil Williamson, 
------Merkat UK 2005
THE GREAT CARUSO, by Steven Popkes, (ss) F&SF May 2005
SOFTLY SPOKE THE GABBLEDUCK, by Neal Asher, (nv) Asimov's Aug. 2005
ZIMA BLUE [*Carrie Clay], by Alastair Reynolds, (nv) Postscripts #4 Sum. '05
PLANET OF THE AMAZON WOMEN, by David Moles, (nv) Strange Horizons 
------May 16 2005 (+1)
THE CLOCKWORK ATOM BOMB, by Dominic Green, (ss) Interzone 
------May-June 2005
GOLD MOUNTAIN, by Chris Roberson, (nv) Postscripts #5 Autumn 2005
THE FULCRUM, by Gwyneth Jones, (nv) Constellations, ed. Peter Crowther,
------DAW 2005
MAYFLY, by Peter Watts and Derryl Murphy, (ss) Tesseracts 9, ed. Nalo
------Hopkinson & Geoff Ryman, Edge 2005
TWO DREAMS ON TRAINS, by Elizabeth Bear, (ss) Strange Horizons Jan. 3 '05
ANGEL OF LIGHT, by Joe Haldeman, (ss) Cosmos Dec. 2005
BURN, by James Patrick Kelly, (na) Tachyon Publications 2005",2006

298,Swift,2006-01-11,SCI Fi/Horror,49,3000,"Hi. Im fairly new to Scifi, and normally read fantasy but im reading Hyperion and starting to enjoy it already.

Im looking for something with either us invading, or being invaded and having an elite group, or military group etc go up against some beasties aka Doom, Resident Evil, but to maybe have a bigger storyline and better in general lol

Any ideas?",2006

299,Thurlor,2005-11-22,Other works by H. Beam Piper?,11,1000,"Last question I promise.

Recently I read a compilation book of sorts titled 'The Ultimate Source of Piper's Future History:  H. Beam Piper  Federation'.  I was just wondering if there are any other works by this author, as I found the above immensely enjoyable and thought provoking.

Thanks for any help.",2005

300,AdRobinson,2005-11-14,Help needed,11,2000,"I hope you can help me. I'm writing a synopsis for a book and, while jotting down my ideas, a short story that I read about ten years ago popped into my head. I have been trying to hunt it down but I can't remember the name, author or book it came from. It is, however, a famous book by a famous author. 

The premise of the story is something like this: Scientists discover the secret of dimensional space travel and send a load of 'astronauts' through the gateways. A few of them return but they commit suicide before the authorities have chance to find out what they experinced. A team of psychologists are put together to try and stop them killing themselves but they don't last very long. The story is told by one of the head doctors assigned to the latest case. 

Now, I was sure it was a story in Burning Chrome by William Gibson but I've had a flick through and I can't find a match. I remember reading Asimov, Neal Stephenson, Jeff Noon, Michael Marshall Smith back then among others. Can you shed any light on this? It is eating me up inside.

Many thanks in advance,
Adrian",2005

301,cgw,2005-11-03,Top 5 books that did NOT win a Hugo,11,2000,"Fairly self explanatory. I just wanted to see some thoughts and discussion of books that did not win the Hugo. A lot of people (myself included) use the list of Hugo winners as a source of reading ideas (which is not a bad place to start). I am sure, though, that every year there are great books that did not win or were not even nominated.
For this list science fiction only.
OK, I'll start:

The Integral Trees by Larry Niven
The Foundation Trilogy by Asimov (sort of cheating as I think one of the parts won a Hugo later on)
Altered Carbon by Richard Morgan
Doorways in the Sand by Roger Zelazny
The Mote in God's Eye by Niven/Pournelle

See what I mean. 4 of 5 are by Hugo winners. My scifi reading has been very hugo influanced.",2005

302,intensityxx,2005-02-10,Sci-fi: If you like ^^^ then you might like ###,11,2000,"I always enjoy reading this thread in Fantasy, and get great ideas from a similar feature on amazon. I searched for a thread like this in science fiction, with no luck. 

I wish I were wider-read to start the thread with a bang, but here's the idea: 

If you like William Gibson,
then you might like Cory Doctorow.
They're both good at extrapolation of current trends in technology and society.",2005

303,Generalbassist,2005-08-26,Need a recommendation please!,18,6000,"Hi, I haven't read much Scifi, in fact I've only read Dune series(love it!) and some short stories by Asimov, George R.R Martin e.t.c

I'd like to read a fantastic scifi novel/series that is not too hitech(tecnical terms, complex advanced 7-syllable names for races/planets/spaceships e.t.c)

In short, I'd like to read something a little more ""downtoearth""(hehe) scifi.

I like deep and likable characters, character drivven stories, plot twists.


I don't like the typical action packed novels with empty characters and all plot.

I've been wanting to read Tuf voyagin(R.R Martin) and Hyperion(D.Simmons), so they are already on my reading list


any ideas.",2005

304,Bobosmite,2005-06-22,Need help remembering a book title,29,2000,"I read a book many years ago, but the only thing I can remember is one small detail.  They identified either criminals or missing people by the celebrity they looked like.  Doctors/scientists discovered there was something about celebrities  and brain chemestry and the police used it as a method for recognizing people...kind of like America's Most Wanted.

This CNN article http://www.cnn.com/2005/TECH/science/06/22/celebs.on.the.brain.ap/index.html triggered the memory and I wanted to read the book again.

If anyone knows the title, please let me know.  I seem to have a feeling it was Philip Dick, Neil Stevenson, William Gibson...somewhere along that line or sci-fi.",2005

305,Gagged Man,2002-09-02,Neal Stephenson??,29,2000,"I'm a big William Gibson & Bruce Sterling fan so it is inevitable that I'll start on Neal Stephenson. Which books should I start with? I've heard of Snow Crash and I'll probably start there, but which of his other books are good?",2002

306,tdeanatoz@yahoo,2005-03-30,2005 Hugo Award nominations,6,3000,"I haven't seen these posted on this site, so here they are:

Best Novel (424 nominating ballots) 
The Algebraist by Iain M. Banks 
Iron Council by China Miéville) 
Iron Sunrise by Charles Stross 
Jonathan Strange & Mr Norrell by Susanna Clarke 
River of Gods by Ian McDonald 

Best Novella (249 nominating ballots) 
""The Concrete Jungle"" by Charles Stross (The Atrocity Archives, Golden Gryphon Press) 
""Elector"" by Charles Stross (Asimov's 09/04) 
""Sergeant Chip"" by Bradley Denton (Fantasy & Science Fiction 09/04) 
""Time Ablaze"" by Michael A. Burstein (Analog 06/04) 
""Winterfair Gifts"" by Lois McMaster Bujold (Irresistible Forces NAL) 

Best Novelette (215 nominating ballots) 
""Biographical Notes to 'A Discourse on the Nature of Causality, with 
Air-Planes' by Benjamin Rosenbaum"" by Benjamin Rosenbaum (All-Star Zeppelin Adventure Stories Wheatland) 
""The Clapping Hands of God"" by Michael F. Flynn (Analog 07-08/04) 
""The Faery Handbag"" by Kelly Link (The Faery Reel Viking) 
""The People of Sand and Slag"" by Paolo Bacigalupi (Fantasy & Science Fiction 02/04) 
""The Voluntary State"" by Christopher Rowe (Sci Fiction, scifi.com 5/5/04) 

Best Short Story (269 nominating ballots) 
""The Best Christmas Ever"" by James Patrick Kelly (Sci Fiction, scifi.com 5/26/04) 
""Decisions"" by Michael A. Burstein (Analog 01-02/04) 
""A Princess of Earth"" by Mike Resnick (Asimov's 12/04) 
""Shed Skin"" by Robert J. Sawyer (Analog 01-02/04) 
""Travels with My Cats"" by Mike Resnick (Asimov's 02/04) 

Best Related Book (263 nominating ballots) 
The Best of Xero by Pat and Dick Lupoff 
The Cambridge Companion to Science Fiction ed. by Edward James and Farah Mendlesohn 
Dancing Naked: The Unexpurgated William Tenn, Volume 3 by William Tenn 
Futures: 50 Years in Space: The Challenge of the Stars by David A. Hardy and Patrick Moore 
With Stars in My Eyes: My Adventures in British Fandom by Peter Weston 

Best Dramatic Presentation - Long Form (340 nominating ballots) 
Eternal Sunshine of the Spotless Mind 
Harry Potter and the Prisoner of Azkaban 
The Incredibles 
Sky Captain and The World of Tomorrow 
Spider-Man 2 

Best Dramatic Presentation - Short Form (161 nominating ballots) 
Heroes Part 1 & 2 - Stargate SG-1 
Not Fade Away - Angel 
Pilot Episode - Lost 
Smile Time - Angel 
33 - Battlestar Galactica 

Best Professional Editor (296 nominating ballots) 
Ellen Datlow 
Gardner Dozois 
David G. Hartwell 
Stanley Schmidt 
Gordon Van Gelder 

Best Professional Artist (232 nominating ballots) 
Jim Burns 
Bob Eggleton 
Frank Kelly Freas 
Donato Giancola 
John Picacio 

Best Semiprozine (238 nominating ballots) 
Ansible ed. by David Langford 
Interzone ed. by David Pringle and Andy Cox 
Locus ed. by Charles N. Brown 
The New York Review of Science Fiction ed. by Kathryn Cramer, 
David G. Hartwell and Kevin J. Maroney 
The Third Alternative ed. by Andy Cox 

Best Fan Writer (241 nominating ballots) 
Claire Brialey 
Bob Devney 
David Langford 
Cheryl Morgan 
Steven H Silver 

Best Fanzine (218 nominating ballots) 
Banana Wings ed. by Claire Brialey and Mark Plummer 
Challenger ed. by Guy H. Lillian III 
Chunga ed. by Randy Byers, Andy Hooper and Carl Juarez 
Emerald City ed. by Cheryl Morgan 
Plokta ed. by Alison Scott, Steve Davies and Mike Scott 

Best Fan Artist (179 nominating ballots) 
Brad Foster 
Teddy Harvia 
Sue Mason 
Steve Stiles 
Frank Wu 

Best Web Site (311 nominating ballots) 
eFanzines (www.efanzines.com) ed. by Bill Burns 
Emerald City (www.emcit.com) ed. by Cheryl Morgan 
Locus Online (www.locusmag.com) ed. by Mark R. Kelly 
SciFiction (www.scifi.com/scifiction) ed. by Ellen Datlow, Craig Engler, general manager 
Strange Horizons (www.strangehorizons.com) Susan Marie Groppi, editor-in-chief 

John W. Campbell Award for Best New Writer (187 nominating ballots) 
Elizabeth Bear 
K.J. Bishop 
David Moles 
Chris Roberson 
Steph Swainston 

As usual, I don't see a great deal here that I will add to my reading list. It's obvious that all the UK voters are out in force, since the convention is in Scotland this year.

Interesting that Stross got two novellas on the final ballot; I think this will hurt his chances there, but we'll see!",2005

307,charlottexx,2005-05-17,Sci-Fi Inquiry @ Sci-Fi Hall of Fame (SEATTLE),6,3000,"Richard Hugo House and the Sci-Fi Hall of Fame present  Scavenging the Future: An Inquiry into Speculative Fiction,  an all-day inquiry including panels, conversations, collaborations, and a performance by the Slide Rule Ensemble.

The three panels are:
+  Near Future Nightmares and Dreams  w/ Lucius Shepard, Elizabeth Hand, & Jeffrey Ford.
+  Trashed Future  w/ James R. Karr & Mary Rosenblum.
+  Beating Borgs into Blogs  w/ Eileen Gunn, Andy Hooper & Blunt Jackson.

May 21, 2005, 10 a.m. to 5 p.m.
tix $8-$25, available at museum box office or 206.770.2702
325 5th Ave. N.

Information: 
 http://www.hugohouse.org  or  http://www.sfhomeworld.org 
Lyall Bush, Hugo House Programs Director: programs AT hugohouse DOT org",2005

308,kongming,2005-03-29,Anybody know of this?,6,1000,"Has anyone ever read a spoof of a Post-Apokaliptic Distopian Future novel?

I was thinking out loud today with my roomate:

He was saying that 50 years from now people would be looking back at things like terri shivo and gay marriage and saying: ""I can't believe they even debated that."" and his implication was that they would be saying it as if they saw no problem with the liberal point of view.  But I thought it would be hillarious if it was a distopian fascist future and the person was saying it from the right wing point of view.

Get my drift?",2005

309,intensityxx,2005-04-05,......Or......?,6,1000,"Being The Mistress of Questions, I find that the ones I ask are often of type that help me decide which book or series to invest my time and effort in first. With the wealth of well-read folk here, I've found their experience invaluable in making reading decisions, and because of it I almost always love what I read. 

I thought maybe I'm not the only one with similar questions, so I'm starting a thread for those of us who want to ask: ......... or .........? We might ask which did you enjoy most, or even which is a better introduction to an author. 

I'll start with a few of my own questions:

Which plot thread is better in Orson Card Scott's Ender's Universe:
the Shadow thread or the Ender thread?

Which is a better introduction to Neal Stephenson: 
Snow Crash or Diamond Age?

Which is a better introduction to Octavia Butler:
Lilith's Brood (Xenogenesis  series) or the Patternist  series?

Which is a better introduction to Nalo Hopkinson:
Midnight Robber or Brown Girl in the Ring?",2005

310,Hobbit,2005-03-01,Arthur C Clarke Awards 2005,9,4000,"Adam Roberts has done his yearly review of the nominees. Mentions the British Science Fiction Association (BSFA) list too.

Very interesting article HERE 

He has an aversion to Stephenson, which he rightly points out both here and when reviewing the list last year. (Stephenson's Quicksilver won the award last year, btw). 

Does he oversell River of Gods? Can't say myself as I haven't read it, though a cursory sample of the first couple of chapters didn't sell itself to me like say the Morgan (though it might be better than Cloud Atlas, IMO - another sf-book-that-isn't-sf, or spec fiction or whatever. Has had a lot of hype here in the UK, having being nominated for the Booker Prize, but I've not been too impressed myself.).

The list is a surrise to me though as none of the ones I expected are there (Wot - no Algebraist, no Exultant?)

So - Any more thoughts? As I haven't read the list well this year (I'm doing better on the bsfa list) I'm probably not the one to say. IF I had to give a winner (bearing in mind my limitations mentioned above) I'd like to think China, but I suspect it'll be Cloud Atlas.

I much prefer the bsfa list, though, myself. 


Hobbit",2005

311,EscapeFromLife4,2005-01-14,A young lady's illustrated primer,9,4000,"Hey all,

Has anyone here read Stephenson's Diamond Age?  I'm starting it and it seems he basically moves further in the future from snow crash (That's a good thing)  Any opinions?

Escape",2005

312,tdeanatoz@yahoo,2005-02-25,Dozois' BEST OF THE BEST: TWENTY YEARS,24,2000,"Gardner Dozois' retrospective anthology, THE BEST OF THE BEST: TWENTY YEARS OF THE YEAR'S BEST SCINCE FICTION, is now out from St. Martin's Press in hardcover and trade paperback. Here is the Table of Contents:

1 - BLOOD MUSIC, Greg Bear 
2 - A CABIN ON THE COAST, Gene Wolfe 
2 - SALVADOR, Lucius Shepard 
2 - TRINITY, Nancy Kress 
3 - FLYING SAUCER ROCK AND ROLL, Howard Waldrop 
3 - DINNER IN AUDOGHAST, Bruce Sterling 
3 - ROADSIDE RESCUE, Pat Cadigan 
3 - SNOW, John Crowley 
4 - THE WINTER MARKET, William Gibson 
4 - THE PURE PRODUCT, John Kessel 
6 - STABLE STRATEGIES FOR MIDDLE MANAGEMENT, Eileen Gunn 
6 - KIRINYAGA, Mike Resnick 
7 - TALES FROM THE VENIA WOODS, Robert Silverberg 
8 - BEARS DISCOVER FIRE, Terry Bisson 
10 - EVEN THE QUEEN, Connie Willis 
11 - GUEST OF HONOR, Robert Reed 
12 - NONE SO BLIND, Joe Haldeman 
13 - MORTIMER GRAY'S HISTORY OF DEATH, Brian Stableford 
13 - THE LINCOLN TRAIN, Maureen F. McHugh 
13 - WANG'S CARPETS, Greg Egan 
13 - COMING OF AGE IN KARHIDE, Ursula K. Le Guin 
14 - THE DEAD, Michael Swanwick 
14 - RECORDING ANGEL, Ian McDonald 
14 - A DRY, QUIET WAR, Tony Daniel 
15 - THE UNDISCOVERED, William Sanders 
15 - SECOND SKIN, Paul J. McAuley 
16 - THE STORY OF YOUR LIFE, Ted Chiang 
17 - PEOPLE CAME FROM EARTH, Stephen Baxter 
17 - THE WEDDING ALBUM, David Marusek 
17 - 10 to the 16th TO ONE, James Patrick Kelly 
17 - DADDY'S WORLD, Walter Jon Williams 
18 - THE REAL WORLD, Steven Utley 
19 - HAVE NOT HAVE, Geoff Ryman 
19 - LOBSTERS, Charles Stross 
20 - BREATHMOSS, Ian R. Macleod 
20 - LAMBING SEASON, Molly Gloss 

No author got more than one story in it, indeed some regular contributors to the first twenty years failed to place one here. This must have been an immense juggling act for Dozois, trying to get both the best possible story for each author and a good representation of the strongest years (Volumes 5 and 9 did not place a story here). I've read 20 of the 36 stories, and am fully intending to read them all. The stories by MacLeod, Kress, Egan and Ursula K. Le Guin are stand-outs.",2005

313,Keyoke,2005-01-06,Sci-Fi Espionage,7,949,"Anyone can recommend any Scifi Espionage type books?    

Thanks!

Keyoke",2005

314,Eldanuumea,2004-11-18,Sci-fi in the classroom,3,687,"The latest issue of English Journal has an article on incorporating science fiction into the secondary English classroom. Titled ""Science Fiction: Serious Reading, Critical Reading,"" the article includes a list of suggested works for readers new to the genre.  I wanted to share the list with folks here and get their input on the quality of the list.  Most of the suggestions seemed pretty good to me.......I've read many of them and at least know of most of them, but there are a couple that are unfamiliar to me (Resnick and Farmer).

If you could add to the list or take anything away from it, what would it be?

SF ""Starter Kit"" for Readers ""New to the Field""

Asimov........Foundation Trilogy, I, Robot
Bester.........The Stars My Destination
Bradbury......Fahrenheit 451, The Illustrated Man, The Martian Chronicles
Butler.......Parable of the Sower
Card.......Ender's Game (and sequels)
Clarke.......2001:A Space Odyssey (and sequels), Childhood's End, Rendezvous with Rama
Dick.......Do Androids Dream of Electric Sheep?
Farmer.........The House of the Scorpion
Gibson.......The Neuromancer
Heinlein.......The Moon is  Harsh Mistress, Stranger in a Strange Land
Herbert.......Dune (and sequels)
LeGuin.......The Dispossessed, The Left Hand of Darkness, The Word for World is Forest
Miller.......A Canticle for Leibowitz
Niven.......Ringworld
Resnick.......Kirinyaga: A Fable of Utopia
Rosenblum.......The Drylands
Zelazny.......Nine Princes in Amber (and sequels), Lord of Light",2004

315,Hobbit,2002-04-10,Authors of Merit,3,687,"From an article on 'Hard SF' by Charles Sheffield, in The Washington Post:'However, no reader seeking well-written stories that respect, emphasize and depend on modern science should be disappointed by the works of any of the following: Roger MacBride Allen, Catherine Asaro, Stephen Baxter, Greg Bear, Greg Benford, Ben Bova, David Brin, Octavia Butler, Michael Cassutt, Greg Egan, Michael Flynn, Joe Haldeman, James Hogan, Nancy Kress (who happens to be my wife, and I originally thought it unwise to include her; it seems, however, less than fair to leave her out), Geoffrey Landis, Paul McAuley, Jack McDevitt, Larry Niven, Gerald Nordley, Kim Stanley Robinson, Rob Sawyer, Bud Sparhawk, Joan Slonczewski, Neal Stephenson, Bruce Sterling, John Stith and Vernor Vinge.'Hmm. Discuss!(Incidentally, 'greats' such as Clarke Asimov Heinlein and Bradbury were mentioned earlier in the article at: http://www.washingtonpost.com/wp-dyn/articles/A62465-2002Apr4.html The aim was to try and show new or recent (and still living!)authors.Hobbit",2002

316,Ambidexter,2004-11-01,Sci Fi Book Club books I have read.,12,1000,"Again feel free to move this if it is int he wrong place.
2002: 

March: Ender's Game - Orson Scott Card
I would say among my top ten. 

April: The Sparrow - Mary Doria Russell 
Don't have yet.

May: Time Future - Maxine McArthur
Never heard of?

June: A Canticle for Leibowitz - Walter Miller 
enjoyed it but cant say I remember it. I may have been a bit to young when I read it. About 15 or so.

July: The Moon is a Harsh Mistress - Robert A. Heinlein 
Read most of his and liked them for what there were.

2003:

April: Hyperion - Dan Simmons
Read first three books and have lukewarm feelings.

May: Parable of the Sower - Octavia Butler
have but not read

June: The Dark Wing - Walter H. Hunt
is this a star wars book?

July: The Dispossessed Ursula Le Guin
though great at the time I read it but again I was very young.

August: The Golden Age - John C. Wright
Don't have
September: Revelation Space - Alistair Reynolds
Liked a lot have all his books and read redeption Ark too.

October: Kiln People - David Brin
Only one of his books I have not read – it just does not interest me.
Really enjoyed his others.

November: Red Mars - Kim Stanley Robinson
Have whole series but not read.
December: Homonids - David Sawyer
Have but not read.

2004:

January: Starfish - Peter Watts
Don't have

Febuary: Slaughterhouse 5 - Kurt Vonnegut, Jr. 
Don't have
March: Altered Carbon - Richard Morgan
Have both not read
April: Fountains of Paradise - Arthur C Clarke
Thought great when I read it around 20
May: Stories of Your Life and Others - Ted Chiang
Don't have
June: The Speed of Dark - Elizabeth Moon
Don't have
July: Patternmaster - Octavia Butler
Don't have
August: The Martian Chronicles - Ray Bradbury
Read and thought great right around the time they did the Mini-series on TV
September: The Wreck of The River of Stars - Michael Flynn
I have this and bogged down at 90 pages

October: Startide Rising - David Brin
Thought Great.",2004

317,confused,2004-09-24,How did this happen ?,12,1000,"I was browsing in my library the other day, and came across 'Cythera' by Richard Calder.  Now, all the preliminary signs were good.  It was clearly cyberpunk, which is a genre I enjoy.  Added to that, it had positive reviews from both Paul J. McAuley (one of my favourite authors) and William Gibson.  However, when I actually started reading the thing, it was absolutely atrocious.  The plot veers around at random, the author fails to get across a feel for his universe, and the writing is self-indulgent.  Now, here's my question, or questions.  
a. does anyone know the process whereby authors give reviews of books ?  In other words, did Gibson get paid to say nice things about Calder ?
b. what are people's opinions on Richard Calder's stuff in general, and this book in particular ?",2004

318,Literbug,2004-09-05,Reading in September,15,2000,"Hope I’m not jumping the gun by starting this thread, but I suppose somebody has to...  

First up in September, I’ve read Tiger! Tiger! (a.k.a. The Stars My Destination) (1956) by Alfred Bester, which I’m sure many posters at sffworld.com have read. For those that haven’t, the novel is set in the 24th Century and by this time human beings have learnt to utilise a previously dormant part of their brains to teleport or ""jaunte"" from point to point; an ability limited by their own personal capacities and the fact that jaunting from a planet to anywhere in outer space remains impossible. Earth is ruled megacorporations as powerful as the governments, and a war between the galaxy’s Inner Planets and Outer Satellites, driven not by politics but by economics, breaks out as jaunting throws the carefully balanced galactic marketplace into havoc. 

It is in this setting that we are introduced to Gulliver (""Gully"") Foyle as a man of wasted potential, a complete slacker, doing the minimum he can to get by. He is serving as a mechanic on the spaceship Nomad when it is attacked and wrecked, leaving him as the sole-survivor marooned in space with no escape. He lacks the motivation to save himself and for six months survives in an airtight locker no bigger than a large coffin, occasionally making dangerous sojourns into the wrecked spaceship to replenish his air and food supplies. When a ship named Vorga deliberately ignores his distress signals he is spurred to action. This leads Foyle into a conflict with some deliciously insidious villains (one of them ""hot"" from radioactive fallout) and trysts with a cast of beautiful, yet emotionally damaged heroines.

